Počet predmetov = 350
Hmotnosť batohu = 21731
Účelová funkcia = 30395

Index prvku	Hmotnosť	Cena
6		71		130
8		79		150
9		58		75
10		58		80
11		47		65
12		63		125
13		78		75
14		64		60
15		63		70
16		59		105
17		57		80
19		73		145
20		64		55
21		68		100
22		57		50
23		65		120
24		47		55
25		79		120
27		53		50
29		52		65
30		69		60
32		46		90
35		80		130
36		74		135
38		47		80
39		52		55
41		68		130
42		55		95
44		64		110
45		65		105
46		70		120
47		77		60
49		79		60
50		68		85
51		76		120
52		50		75
53		67		65
54		66		115
57		40		70
58		62		75
59		76		110
60		67		65
61		51		60
63		78		135
66		60		90
69		71		105
70		60		55
71		74		55
72		67		90
74		55		75
76		67		80
77		67		125
79		57		95
81		72		60
83		63		115
84		51		85
85		72		85
86		56		110
87		61		75
88		65		90
90		62		105
92		70		95
93		48		65
94		73		140
95		51		70
97		68		105
98		71		70
99		46		80
100		47		60
101		48		80
102		40		75
103		40		70
104		55		65
105		71		140
106		69		60
107		40		55
108		41		65
109		53		60
111		55		95
112		70		135
114		62		55
115		44		55
116		76		120
117		54		70
118		80		60
119		49		75
120		43		75
123		59		90
125		55		95
126		56		110
127		67		90
128		56		80
129		60		55
130		52		70
131		53		80
132		63		110
134		79		65
136		78		70
137		45		55
138		66		70
139		46		80
140		77		90
141		74		145
142		65		50
144		49		95
146		67		125
147		69		70
148		55		90
149		64		60
150		64		95
153		67		90
154		69		130
155		40		55
157		42		80
158		54		65
161		68		90
163		48		65
164		58		115
165		59		110
166		63		50
169		68		110
172		65		75
173		58		90
174		49		65
175		65		100
178		80		150
179		68		85
180		79		135
181		71		70
183		56		55
184		73		120
185		62		95
186		55		70
187		68		80
190		78		145
191		67		70
195		43		60
197		73		120
198		45		60
199		72		135
200		70		95
201		68		130
202		50		55
203		54		80
204		53		50
207		56		55
208		73		135
209		69		65
212		76		70
215		54		85
216		63		125
217		61		80
218		70		95
219		71		80
220		64		105
221		74		115
222		55		55
223		71		85
224		41		55
227		46		90
228		65		100
229		79		85
230		75		115
231		79		145
232		58		55
234		58		90
235		75		105
237		41		80
238		58		100
239		65		80
240		55		65
242		40		55
243		67		100
245		74		60
246		53		55
248		63		50
249		72		65
251		61		80
252		70		110
253		58		110
254		78		140
255		77		75
259		68		75
264		42		55
265		43		50
268		77		60
269		59		80
270		62		70
271		61		100
273		51		90
274		50		95
275		46		50
276		73		135
277		51		90
278		67		75
281		67		75
282		64		110
284		41		60
285		62		60
286		76		110
287		55		75
288		76		110
289		56		55
290		75		110
291		79		150
292		69		110
293		65		100
294		76		60
296		73		115
297		79		110
298		74		145
299		80		120
300		50		50
304		55		75
305		79		130
306		66		90
310		53		100
311		70		115
312		55		70
315		80		95
316		70		90
317		55		95
318		57		90
319		56		105
320		72		90
321		53		80
324		69		70
325		66		100
326		66		100
327		71		100
328		78		50
330		62		120
331		44		60
332		66		130
333		79		100
334		79		150
337		77		90
338		57		65
339		58		70
340		45		65
342		61		60
343		47		90
344		67		115
345		45		75
346		52		70
347		49		50
350		74		115
351		50		90
352		41		75
354		70		60
357		59		60
358		65		85
359		78		110
360		68		105
362		63		95
363		50		95
365		60		70
366		71		100
367		75		65
368		46		50
369		55		100
370		76		145
371		70		85
372		64		50
374		62		80
375		77		90
376		48		80
378		80		105
380		56		75
381		51		95
382		55		100
383		46		60
384		74		90
385		42		50
386		59		105
387		63		120
388		77		150
389		54		105
391		80		55
392		53		95
393		52		70
394		48		95
397		77		85
401		64		75
402		48		50
403		44		75
404		76		80
405		68		95
406		65		85
408		50		95
409		77		85
410		75		75
411		76		110
412		75		80
413		73		120
414		52		75
416		59		55
418		70		90
419		49		75
420		65		105
421		61		60
423		47		65
429		56		65
430		76		55
431		45		65
432		69		95
434		69		120
435		74		55
436		51		75
437		50		90
438		80		95
439		43		65
440		42		80
441		57		100
443		73		50
444		70		60
446		73		70
449		55		50
453		50		50
454		42		70
455		70		65
456		51		70
457		45		60
458		48		65
459		55		90
460		64		115
462		68		120
463		56		70
464		78		140
466		64		60
467		46		65
468		41		70
469		79		135
470		78		140
472		76		65
475		47		75
479		71		95
480		47		50
481		49		85
482		74		85
484		57		95
485		71		110
486		50		95
487		77		75
489		59		80
492		77		105
493		70		135
494		80		130
497		56		70
500		55		80
